name,description,brand,color,currency,price,availability,images,avg_rating,review_count,scraped_at,url
Stretch Cotton Trunk Briefs 3 Pairs,"Little comforts make a big difference. Just look at these adidas boxer briefs. They're made with soft, quick-dry fabric that keeps you feeling fresh and a stay-put design that keeps you covered from your first rep to your last. Get comfortable and give it your all.

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",adidas,Grey,USD,21.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/76d5a4032577419b976dacad0064efc1_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/aa04e4fb4c9b47728c6aacad00646d3c_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6fcb44cbdb9c46a8bb40acad006420b8_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7eb784b6f9b44b74a879acad006448a6_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_27_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/17f6045181b64407bd98aca60155ef21_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b7d64b8388004001a873acad0065f43a_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/14b987ca9d534531a876acad006563c7_9366/Stretch_Cotton_Trunk_Briefs_3_Pairs_Grey_EX4446_42_detail.jpg",4.4,9.0,2021-10-23 17:52:19.305252,https://www.adidas.com/us/stretch-cotton-trunk-briefs-3-pairs/EX4446.html
Retrorun Shoes,"From low key to dressy, these versatile adidas shoes easily pair with a variety of looks. The plush feel keeps you comfortable on casual strolls through the park and long afternoons on your feet. The retro design has suede overlays for a sharp finish.",adidas,White,USD,52.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8466884c5e58459da66cad1000d4bb21_9366/Retrorun_Shoes_White_GV7374_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/172f3b7592af4aad8135ad1000d4c807_9366/Retrorun_Shoes_White_GV7374_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5abf6177019d49198d76ad1000d4cebc_9366/Retrorun_Shoes_White_GV7374_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/398d334b06f8461dbdd9ad1000d4d55e_9366/Retrorun_Shoes_White_GV7374_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5d11bc1a1b094f719acfad1000d4dd49_9366/Retrorun_Shoes_White_GV7374_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/84cf88ceeb8a4228a483ad1000d4c2da_9366/Retrorun_Shoes_White_GV7374_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1c70a96218f54087825cad1000d4e55b_9366/Retrorun_Shoes_White_GV7374_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a6040cd1b555423d8b2cad1000d4eabf_9366/Retrorun_Shoes_White_GV7374_42_detail.jpg",4.5,762.0,2021-10-23 17:52:23.396345,https://www.adidas.com/us/retrorun-shoes/GV7374.html
Hamburg Shoes,"Back in '82, the adidas Hamburg set the standard for training shoes. Today, the timeless look does the same for everyday comfort. The versatile design of this juniors' version stays true to the original with a low-profile, serrated 3-Stripes and a premium leather upper. Contrast colors make sure they stand out.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,Black,USD,56.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3d661af6bf1e4e9cba0ead2f008a8216_9366/Hamburg_Shoes_Black_H06605_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/eb673411d23549318357ad2f008a8ff7_9366/Hamburg_Shoes_Black_H06605_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3f9d578e565a409390c8ad2f008a96bf_9366/Hamburg_Shoes_Black_H06605_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/91057f9cdc2341b590c3ad2f008a9f5c_9366/Hamburg_Shoes_Black_H06605_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7fcc5edc32c945bca72ead2f008aa602_9366/Hamburg_Shoes_Black_H06605_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f6e74f53875d4276b1cbad2f008a88ed_9366/Hamburg_Shoes_Black_H06605_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/de0bed4ac55e446b8650ad2f008abf12_9366/Hamburg_Shoes_Black_H06605_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/11bf5863b019445db6a2ad2f008aac6f_9366/Hamburg_Shoes_Black_H06605_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/48af33be17644e2dae7bad2f008ab44a_9366/Hamburg_Shoes_Black_H06605_42_detail.jpg",4.8,29.0,2021-10-23 17:50:36.710862,https://www.adidas.com/us/hamburg-shoes/H06605.html
AEROREADY Designed to Move Sport Motion Logo Hoodie,"For the person who's always on the move, this training hoodie matches your busy lifestyle step for step. From a morning run to a chilly shootaround in the park, stay layered up and warm while moving freely and comfortably. The adidas Badge of Sport completes the sports-inspired, daily-wear look.",adidas,Grey,USD,52.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b7d6aceea1834491b3c3ad1e0066e2cd_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c674c0fbfb4343e0a04ead1e0066ffb1_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/598646fb45e0415baf38ad1e00671bce_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9f5f287f1f5f45209775ad1300f083a6_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cc22312fae9244598293ad1e0067390a_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_25_outfit.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2afe6bb7e3b6427da61bad1e006757d1_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5e69898d61b5415f8b06ad1e00677308_9366/AEROREADY_Designed_to_Move_Sport_Motion_Logo_Hoodie_Grey_H28797_42_detail.jpg",4.8,89.0,2021-10-23 17:50:44.708183,https://www.adidas.com/us/aeroready-designed-to-move-sport-motion-logo-hoodie/H28797.html
Own the Run Long Sleeve Tee,"The key to getting in your daily miles all year round? Layers. Like this adidas long sleeve running t-shirt. The sun might be coming up later, but your burst of endorphins doesn't need to wait. Just throw on this breathable tee and head out the door as usual. AEROREADY manages moisture, so as the heat builds on tempo runs and hurt workouts, you stay cool and dry.",adidas,White,USD,36.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/52bca4baa56f4a30ae78ad23001f7518_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/17f20ac542c54c179bb6ad23001f7bea_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/aa78089fd1da4e9b9d56ad23001f832e_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a54a46b9747b4f8bba9aad1b005a0f66_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/dc4eb98bc62b453c9f73ad23001f8b9d_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/91c479e100414f10b9bbad23001f94e8_9366/Own_the_Run_Long_Sleeve_Tee_White_H34500_42_detail.jpg",4.7,350.0,2021-10-23 17:51:06.365193,https://www.adidas.com/us/own-the-run-long-sleeve-tee/H34500.html
ZX 2K Boost Shoes,"The adidas ZX line revolutionized running shoes back in the '80s, and they're still innovating today. Speed is no longer the goal — though you can definitely zoom through the day in this pair. This time they're pushing the envelope in comfort and style. The futuristic design stands out while energy-returning Boost charges up your stride.",adidas,Red,USD,105.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ebee518eff9f4d4bad9eace701495723_9366/ZX_2K_Boost_Shoes_Red_GY5806_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/be7dd44006b24940a1fface70149361d_9366/ZX_2K_Boost_Shoes_Red_GY5806_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e0b1131fed8c4dcfbfbdace7014a7eaa_9366/ZX_2K_Boost_Shoes_Red_GY5806_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/359490e297364b788578ace701468fb1_9366/ZX_2K_Boost_Shoes_Red_GY5806_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f2e3c3f766a34237a1acace7014c5206_9366/ZX_2K_Boost_Shoes_Red_GY5806_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/95d8adf490d6417fb758ace70147ec31_9366/ZX_2K_Boost_Shoes_Red_GY5806_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7f5183843cdb4142ae0eace70145d9b3_9366/ZX_2K_Boost_Shoes_Red_GY5806_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/18f53884ddc84948b525ace701473f74_9366/ZX_2K_Boost_Shoes_Red_GY5806_42_detail.jpg",4.7,2540.0,2021-10-23 17:51:17.901717,https://www.adidas.com/us/zx-2k-boost-shoes/GY5806.html
Copa Sense.3 Turf Shoes,"In the cage. On the court. When the walls close in, your senses take over. Let Copa Sense elevate your touch as you switch up your game. The stretchy collar on these adidas soccer shoes makes for easy entry and a secure fit. Once on, the anatomically designed upper keeps you firmly locked in. Soft and durable, the leather forefoot brings step-in comfort and a touch that buys you time on the busiest courts.",adidas,White,USD,64.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0f4076bb02a046f8bec4ac6f0104c597_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/06b255160636408cb3afac6f0104d34b_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/32ac4bde9c5e41a89a01ac6f0104d9b0_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a0ab2e48f1624dc49ac7ac6f0104e00a_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7bc848b147204c3cb9f2ac6f0104e651_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a977e3ebc89c440da0abac6f0104ce4b_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/a571c1e94ddd442a84eaac6f0104ed2a_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f9f7b3b9a4484a73b9bdac6f0104f55a_9366/Copa_Sense.3_Turf_Shoes_White_FW6528_42_detail.jpg",4.3,106.0,2021-10-23 17:50:21.302095,https://www.adidas.com/us/copa-sense.3-turf-shoes/FW6528.html
Kaptir 2.0 Shoes,"Some kids love running. Others just like the look. These kids' adidas running-inspired sneakers are the best of both worlds. A knit upper provides flexibility, and the sculpted Cloudfoam midsole is pillow soft.",adidas,Black,USD,52.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/dbf9d3c4bce549bcb38eac8000d2f868_9366/Kaptir_2.0_Shoes_Black_Q47217_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/627bced4a6244753a7f4ac8000d30695_9366/Kaptir_2.0_Shoes_Black_Q47217_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9ea472a850f94c89b0edac8000d30b70_9366/Kaptir_2.0_Shoes_Black_Q47217_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c544b49d9a394af0b8d5ac8000d311e6_9366/Kaptir_2.0_Shoes_Black_Q47217_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/183af78e96584b9b9e16ac8000d31840_9366/Kaptir_2.0_Shoes_Black_Q47217_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/30462629697e4268b766ac8000d2fe96_9366/Kaptir_2.0_Shoes_Black_Q47217_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b10002c2e4084403b896ac8000d320e2_9366/Kaptir_2.0_Shoes_Black_Q47217_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/9988159a0f9b4e70be8aac8000d32553_9366/Kaptir_2.0_Shoes_Black_Q47217_42_detail.jpg",4.7,41.0,2021-10-23 17:51:46.286982,https://www.adidas.com/us/kaptir-2.0-shoes/Q47217.html
Response Super 2.0 Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,Grey,USD,63.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8e9d20670bf346c68fc7ad1f007dc167_9366/Response_Super_2.0_Shoes_Grey_H02025_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3814ab54df0e4a2ca7c5ad1f007dfaaf_9366/Response_Super_2.0_Shoes_Grey_H02025_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/7b7690f8ec594263ab26ad1f007e1839_9366/Response_Super_2.0_Shoes_Grey_H02025_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4a67a94867634fe49a5dad1f007e1e59_9366/Response_Super_2.0_Shoes_Grey_H02025_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4e7902d6a90d4ac9895aad1f007e381e_9366/Response_Super_2.0_Shoes_Grey_H02025_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/075d1b540db146db8540ad1f007ddf93_9366/Response_Super_2.0_Shoes_Grey_H02025_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b65bd3eecca1495b8912ad1f007e6587_9366/Response_Super_2.0_Shoes_Grey_H02025_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2c19f27b233b4f7aa0efad1f007e839c_9366/Response_Super_2.0_Shoes_Grey_H02025_42_detail.jpg",4.2,38.0,2021-10-23 17:51:39.085844,https://www.adidas.com/us/response-super-2.0-shoes/H02025.html
Nike Therma City Connect (MLB Boston Red Sox),"BREATHABLE WARMTH.Designed with exclusive details dedicated to the team's home, the Nike Therma City Connect (MLB Boston Red Sox) Hoodie combines sweat-wicking technology with heat-trapping performance fabric. It features a fleece lining, but its sleeves can also be cut off, providing a versatile outer layer for baseball season.BenefitsNike Therma fabric helps keep you warm.Nike Dri-FIT technology helps you stay dry, comfortable and focused.Product DetailsFront pocketHood with adjustable drawstring100% polyesterMachine washImportedShown: BlueStyle: NAC310NJBQ-1M3",Nike,Blue,USD,80.0,InStock,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/e296c641-6a52-4bf5-895a-e41d885c81fa/therma-city-connect-boston-red-sox-mens-pullover-hoodie-VNt9st.png",,,20/09/2022 23:48:41,https://www.nike.com/t/therma-city-connect-boston-red-sox-mens-pullover-hoodie-VNt9st
HER Studio London Adilette Slides,"The adidas Adilette Slides have always been about ease. Rushed for time? It takes seconds to slip them on. And style? Well, HER Studio London went ahead and took that even further with metallic pops clashing with checkered flashes.

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,Red,USD,32.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2ed92d14bf1845b6be1facd300f650ad_9366/HER_Studio_London_Adilette_Slides_Red_H00569_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b3e9ed3a6e224e01b9adacd300f65d73_9366/HER_Studio_London_Adilette_Slides_Red_H00569_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c34e26e170fd4059ae62acd300f665dc_9366/HER_Studio_London_Adilette_Slides_Red_H00569_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/4b81068b6cd54673aa0facd300f66c57_9366/HER_Studio_London_Adilette_Slides_Red_H00569_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b8d1402f970e42fa8f07acd301052938_9366/HER_Studio_London_Adilette_Slides_Red_H00569_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/c3daf6d5b451480fb526acd300f65716_9366/HER_Studio_London_Adilette_Slides_Red_H00569_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/1b18f0f93bd94acc8a25acd301053193_9366/HER_Studio_London_Adilette_Slides_Red_H00569_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3585f7bd13384141bf40acd300f67118_9366/HER_Studio_London_Adilette_Slides_Red_H00569_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/836d26c507fa4f4880fcacd300f67741_9366/HER_Studio_London_Adilette_Slides_Red_H00569_42_detail.jpg",4.4,207.0,2021-10-23 17:50:38.851336,https://www.adidas.com/us/her-studio-london-adilette-slides/H00569.html
adidas Sportswear Future Icons 3-Stripes Pants,"Where your physical body is may change, but where your head is at is consistent. Lounging. Recovering. Prepping. Being. Moving. These adidas pants show off your commitment to the game. Contrast 3-Stripes wrap slightly from the hip, flashing just a slight pop of the iconic sign-off from the front. Super soft, the cotton blend material makes sure you feel good whatever you're doing.",adidas,Blue,USD,44.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6128eda60c124f1badbfacfa0140453e_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/59ec850e372540d5a3bbacfa01404c3e_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_22_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/289a83bce34748ef9dd5acfa01405286_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/2ab1117ac7e54b09acfbacfa014059c3_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/57aef2eabd604bc19081acfa01407bc2_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/5cfd86854b5640d8be0aacfa014061b3_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b3c250ad516d448da00dacfa01406a05_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_42_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/fb1ce26a7b224a44a624acfa01407221_9366/adidas_Sportswear_Future_Icons_3-Stripes_Pants_Blue_H39779_43_detail.jpg",4.7,54.0,2021-10-23 17:50:35.417498,https://www.adidas.com/us/adidas-sportswear-future-icons-3-stripes-pants/H39779.html
adidas Sportswear Seasonals Stadium Sweatshirt,"Let's be honest, there's never a bad time for comfort. Chilling with friends or exploring the city, stay cozy and looking fresh in this loose-fitting adidas sweatshirt. Cotton French terry feels soft against the skin, and elongated cuffs keep out the evening breeze if you end up staying out later than expected. 

By buying cotton products from us, you're supporting more sustainable cotton farming.",adidas,Pink,USD,42.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/50197d43edec4c6f8e8dad27005d690f_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6a495a2f90ca47bcb782ad27005d7087_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/31afaeda11e54e7dbaecad27005d78b4_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e02009b20557453f9b21ad13009997d0_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e4b2f67bfb034dcaad00ad27005d8258_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/e195ef087856455b9698ad27005d8a7b_9366/adidas_Sportswear_Seasonals_Stadium_Sweatshirt_Pink_H21571_42_detail.jpg",4.5,2.0,2021-10-23 17:51:55.332749,https://www.adidas.com/us/adidas-sportswear-seasonals-stadium-sweatshirt/H21571.html
Racer TR21 Shoes,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,White,USD,53.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c7b8204810d94fea9ecbad1a00b45740_9366/Racer_TR21_Shoes_White_H00647_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/208d67116d03471784c0ad1a00b46552_9366/Racer_TR21_Shoes_White_H00647_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/77a8b40250b84c4f826ead1a00b46c78_9366/Racer_TR21_Shoes_White_H00647_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/bfba3b1f5a3b45f9b2f3ad1a00b4744f_9366/Racer_TR21_Shoes_White_H00647_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/b9f6843f1b994480a0cdad1a00b47bb7_9366/Racer_TR21_Shoes_White_H00647_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/70bce93752d543b9befbad1a00b45fce_9366/Racer_TR21_Shoes_White_H00647_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ee9705ba1b74438cbe39ad1a00b4959e_9366/Racer_TR21_Shoes_White_H00647_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/55a39926017a4ac9856fad1a00b4856a_9366/Racer_TR21_Shoes_White_H00647_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/797979b289524fd49791ad1a00b48b4d_9366/Racer_TR21_Shoes_White_H00647_42_detail.jpg",4.8,78.0,2021-10-23 17:50:26.784560,https://www.adidas.com/us/racer-tr21-shoes/H00647.html
Marimekko Adilette Slides,"When it comes to female empowerment, Marimekko doesn't just champion it, the Finnish brand was founded on it. On these Adilette slides two of our signature styles come together in a splash of colors. The classic adidas silhouette gets completely refreshed with the expressive wave graphic Marimekko created back in 1965. Still going strong.",adidas,Black,USD,32.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e2f5d7dfc4d74e1f8533ad1a00c27a1c_9366/Marimekko_Adilette_Slides_Black_GW7536_01_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f86bef6556f34d7bb259ad1a00c28a60_9366/Marimekko_Adilette_Slides_Black_GW7536_02_standard_hover.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/8a114eb30e734f1ea1cdad1a00c2909d_9366/Marimekko_Adilette_Slides_Black_GW7536_03_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f3f05d7df98d474289d2ad1a00c297d1_9366/Marimekko_Adilette_Slides_Black_GW7536_04_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/f4fa63b9735e4e90a34cad1a00c29ea8_9366/Marimekko_Adilette_Slides_Black_GW7536_05_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/47ad526f154c456e8e17ad1a00c281b9_9366/Marimekko_Adilette_Slides_Black_GW7536_06_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/55dfdb938bbc4de092edad1a01060c5c_9366/Marimekko_Adilette_Slides_Black_GW7536_09_standard.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/23b726f087b84efc94a4ad1a0105fe62_9366/Marimekko_Adilette_Slides_Black_GW7536_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/84654ecc955b430e91d8ad1a01060432_9366/Marimekko_Adilette_Slides_Black_GW7536_42_detail.jpg",4.4,207.0,2021-10-23 17:50:39.813077,https://www.adidas.com/us/marimekko-adilette-slides/GW7536.html
adidas x Zoe Saldana AEROREADY Sport Tee,"This is not your average training t-shirt. AEROREADY wicks away moisture so you can stay dry and comfortable whether you're getting in a workout or taking the day off. The style is what really makes this tee shine. Literally. An iridescent adidas Badge of Sport gives it a glam touch.

This product is made with recycled content as part of our ambition to end plastic waste.",adidas,Green,USD,24.0,InStock,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8edd692aa0414d3ea5b8ad11009fa81a_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_21_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/d9d53d39c15c4697adddad11009faf04_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_23_hover_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/ceb346a9654743f0b461ad11009fb65d_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_25_model.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/cb5ba272315e48fc93edad11009fd70c_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_01_laydown.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/6ecba6d58f084b0894b7ad11009fbefd_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_41_detail.jpg~https://assets.adidas.com/images/w_600,f_auto,q_auto/3b404e3dcbda4b9eafa6ad11009fcb3c_9366/adidas_x_Zoe_Saldana_AEROREADY_Sport_Tee_Green_GS3921_42_detail.jpg",5.0,6.0,2021-10-23 17:51:08.699180,https://www.adidas.com/us/adidas-x-zoe-saldana-aeroready-sport-tee/GS3921.html
